repo,username,type,name,timestamp,additions,deletions,total,message,userURL,repoURL
balanced-dashboard,daliwali,1,Dali Zheng,2013-10-18T22:25:58Z,71,52800,52871,use bower,https://github.com/daliwali,https://github.com/balanced/balanced-dashboard
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-09-19T22:08:05Z,21875,18138,40013,"Merge pull request #619 from kleinsch/upgrade-to-1.0

Upgrade to EmberJS 1.0",https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
balanced-docs,matthewfl,1,Matthew Francis-Landau,2013-07-25T01:40:42Z,22319,13081,35400,"Merge remote-tracking branch 'origin/master' into deletes

Conflicts:
    spec/src/resources/cards.rst",https://github.com/matthewfl,https://github.com/balanced/balanced-docs
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-09-18T23:06:34Z,19172,15548,34720,Upgrade ember version,https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-10-01T19:22:30Z,19277,15395,34672,Merge formatting changes,https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-09-30T23:19:07Z,19111,15229,34340,Reformat using jsbeautify,https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
balanced-docs,matthewfl,1,Matthew Francis-Landau,2013-07-03T20:11:46Z,21535,11619,33154,change dockers connection to work with revisions,https://github.com/matthewfl,https://github.com/balanced/balanced-docs
balanced-docs,matthewfl,1,Matthew Francis-Landau,2013-07-09T23:44:21Z,20486,11749,32235,fixed to build with latest balanced.json,https://github.com/matthewfl,https://github.com/balanced/balanced-docs
balanced-docs,cieplak,1,Patrick Cieplak,2013-07-18T21:14:10Z,19867,11692,31559,balanced.json,https://github.com/cieplak,https://github.com/balanced/balanced-docs
balanced-docs,cieplak,1,Patrick Cieplak,2013-07-18T21:43:11Z,11466,19641,31107,json,https://github.com/cieplak,https://github.com/balanced/balanced-docs
www.balancedpayments.com,matthewfl,1,Matthew Francis-Landau,2013-06-07T00:26:56Z,29573,0,29573,redoing init,https://github.com/matthewfl,https://github.com/balanced/www.balancedpayments.com
balanced-dashboard,External,-1,Ryan Loomba,2013-05-08T18:25:13Z,5004,21504,26508,Merge remote-tracking branch 'upstream/master' into add-license-file,https://github.com/rloomba,https://github.com/balanced/balanced-dashboard
small-projects,External,-1,Ryan Loomba,2013-05-23T22:24:46Z,25739,3,25742,initial commit,https://github.com/rloomba,https://github.com/balanced/
small-projects,External,-1,Scott Goci,2013-08-07T05:11:41Z,219,21678,21897,Updated rails app to somewhat conform with a working app,https://github.com/scouttyg,https://github.com/balanced/
balanced-dashboard,daliwali,1,Dali Zheng,2013-11-07T02:30:04Z,2515,16154,18669,pass apply and invoices tests,https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-04-17T21:39:54Z,13070,2216,15286,"Upgrade to Ember RC2 and latest Ember Data, add prod versions of Ember and Ember Data",https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
active_merchant,External,-1,Pat Leamon,2012-02-16T23:29:02Z,14553,33,14586,Validate generated XML against paypal xsd's,https://github.com/stiak,https://github.com/balanced/active_merchant
active_merchant,External,-1,Nathaniel Talbott,2012-02-18T17:33:18Z,14553,33,14586,"Merge pull request #272 from stiak/fix-element-order

Paypal Express: Validate generated XML against PayPal XSDs.",https://github.com/ntalbott,https://github.com/balanced/active_merchant
www.balancedpayments.com,External,-1,Tarun Chaudhry,2013-10-21T22:20:56Z,409,11877,12286,cleaning up,https://github.com/tarunc,https://github.com/balanced/www.balancedpayments.com
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-04-30T17:21:41Z,1203,10307,11510,Update to latest Ember Data and Ember Auth,https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-05-01T22:42:55Z,85,9379,9464,"Eradicate ember data, switch to simple AJAX + Ember.Object approach",https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
www.balancedpayments.com,External,-1,Tarun Chaudhry,2013-10-21T19:19:13Z,1,8680,8681,removed unused js + html,https://github.com/tarunc,https://github.com/balanced/www.balancedpayments.com
balanced-dashboard,daliwali,1,Dali Zheng,2013-10-03T23:02:07Z,8499,3,8502,update settings route,https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
balanced-dashboard,daliwali,1,Dali Zheng,2013-10-09T18:29:57Z,3,8473,8476,revert bad rebase,https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
active_merchant,External,-1,Denis Odorcic,2011-09-14T19:38:57Z,1,7816,7817,Remove lib/certs/cacerts.pem,https://github.com/odorcicd,https://github.com/balanced/active_merchant
www.balancedpayments.com,matthewfl,1,Matthew Francis-Landau,2013-08-05T22:55:39Z,7530,20,7550,"Merge pull request #26 from kleinsch/pricing-page

Pricing page",https://github.com/matthewfl,https://github.com/balanced/www.balancedpayments.com
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-06-06T21:36:20Z,5229,1908,7137,Upgrade Upgrade to Ember 1.0.0-rc.5,https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-08-19T17:56:33Z,4887,1970,6857,"Merge pull request #478 from kleinsch/upgrade-ember-1.0.0-rc.7

Upgrade ember 1.0.0 rc.7",https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-08-14T20:44:38Z,4857,1924,6781,Upgrade to latest Ember.js,https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
www.balancedpayments.com,kleinsch,1,Nick Kleinschmidt,2013-08-02T00:00:33Z,6476,15,6491,Basic page/nav framework,https://github.com/kleinsch,https://github.com/balanced/www.balancedpayments.com
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-04-30T17:12:30Z,3226,2429,5655,Upgrade Ember.js to 1.0.0-rc3,https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-09-19T22:05:10Z,2651,2651,5302,Fix spacing in test files,https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-04-17T22:13:22Z,2398,2680,5078,Upgrade QUnit,https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
billy,victorlin,1,Victor Lin,2013-08-18T05:50:26Z,2,4941,4943,Remove old code,https://github.com/victorlin,https://github.com/balanced/billy
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-09-19T22:02:54Z,2444,2444,4888,Fix spacing in all source files,https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
balanced-docs,matthewfl,1,Matthew Francis-Landau,2013-07-19T01:56:44Z,2857,1848,4705,Merge branch 'master' of github.com:balanced/balanced-docs,https://github.com/matthewfl,https://github.com/balanced/balanced-docs
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-08-22T23:45:19Z,2748,903,3651,"Merge pull request #479 from kleinsch/transaction-pages

Transaction pages",https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
active_merchant,External,-1,Matthew Smith,2011-08-23T17:06:43Z,3179,320,3499,"Added support for USA ePay's Advanced SOAP interface.

Refactored UsaEpayGateway to delegate to UsaEpayTransactionGateway
or UsaEpayAdvancedGateay based on given credentials.",https://github.com/nearapogee,https://github.com/balanced/active_merchant
www.balancedpayments.com,External,-1,Tarun Chaudhry,2013-10-18T21:49:40Z,0,3466,3466,deleted unecessary files,https://github.com/tarunc,https://github.com/balanced/www.balancedpayments.com
www.balancedpayments.com,External,-1,Tarun Chaudhry,2013-10-18T22:08:20Z,0,3466,3466,Merge branch 'master' of github.com:tarunc/www.balancedpayments.com,https://github.com/tarunc,https://github.com/balanced/www.balancedpayments.com
active_merchant,External,-1,John Duff,2011-11-14T16:54:35Z,3090,319,3409,"Merge pull request #178 from matthewcalebsmith/usa_epay_pull_request

Added support for USA ePay's Advanced SOAP interface.",https://github.com/jduff,https://github.com/balanced/active_merchant
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-09-04T01:57:18Z,2849,447,3296,"Merge pull request #541 from kleinsch/invoice-page

Invoice Page",https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-09-18T23:57:21Z,1553,1481,3034,Move action handlers into actions blocks for views and components,https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
balanced-node,External,-1,cscharf,2013-03-28T13:01:15Z,2671,0,2671,Initial commit of v0.1.0 code; core functionality complete.,https://github.com/cscharf,https://github.com/balanced/balanced-node
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-09-04T01:40:53Z,2536,12,2548,Add test for invoice page,https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-08-07T23:35:31Z,1719,688,2407,Upgrade to ember rc.6.1,https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-08-14T19:08:34Z,1719,688,2407,"Merge pull request #459 from kleinsch/upgrade-ember-rc.6.1

Upgrade to Ember rc.6.1",https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-08-14T20:04:58Z,687,1718,2405,"Revert ""Upgrade to ember rc.6.1""

This reverts commit 6fa630c2cceba1800d60f2991351e03d20f55084.",https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-08-14T20:07:55Z,687,1718,2405,"Merge pull request #477 from kleinsch/revert-ember-upgrade

Revert ""Upgrade to ember rc.6.1""",https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
www.balancedpayments.com,matthewfl,1,Matthew Francis-Landau,2013-06-11T18:11:04Z,177,2172,2349,"removed the old html for the pages, still working on moving text out of the html and cleaning up generic templates",https://github.com/matthewfl,https://github.com/balanced/www.balancedpayments.com
www.balancedpayments.com,matthewfl,1,Matthew Francis-Landau,2013-06-07T21:28:54Z,13,2228,2241,deleted generated css files from git,https://github.com/matthewfl,https://github.com/balanced/www.balancedpayments.com
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-09-10T20:03:42Z,447,1701,2148,"Merge pull request #597 from kleinsch/login-loads-user-marketplaces

Load user marketplaces on login",https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
balanced-docs,matthewfl,1,Matthew Francis-Landau,2013-07-09T20:49:53Z,1942,30,1972,checkpoint on rev dropdown,https://github.com/matthewfl,https://github.com/balanced/balanced-docs
www.balancedpayments.com,External,-1,Tarun Chaudhry,2013-10-08T08:58:04Z,340,1519,1859,customers page WIP,https://github.com/tarunc,https://github.com/balanced/www.balancedpayments.com
active_merchant,External,-1,Steven Davidovitz,2012-04-10T16:31:00Z,1821,0,1821,implements an API for the vindicia payment gateway - one time transactions as well as recurring billing (called autobills),https://github.com/steved555,https://github.com/balanced/active_merchant
active_merchant,External,-1,Nathaniel Talbott,2012-04-10T19:40:46Z,1821,0,1821,"Merge pull request #332 from steved555/master

Add Vindicia Gateway [steved555]",https://github.com/ntalbott,https://github.com/balanced/active_merchant
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-09-18T23:07:46Z,920,886,1806,"Move controller actions into actions blocks, fix spacing",https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
www.balancedpayments.com,External,-1,Tarun Chaudhry,2013-10-03T23:54:42Z,1794,0,1794,customers,https://github.com/tarunc,https://github.com/balanced/www.balancedpayments.com
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-08-21T20:44:00Z,934,841,1775,"Merge pull request #495 from kleinsch/collapsed-model-relationships

Collapsed model relationships",https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
billy,victorlin,1,Victor Lin,2013-10-04T15:34:08Z,1768,0,1768,"Merge pull request #56 from victorlin/documents

Merge documents branch, fix #13",https://github.com/victorlin,https://github.com/balanced/billy
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-09-07T01:19:58Z,221,1439,1660,Remove ember auth,https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
www.balancedpayments.com,matthewfl,1,Matthew Francis-Landau,2013-06-07T17:57:57Z,746,813,1559,adding the icons from the justice.web s3 bucket,https://github.com/matthewfl,https://github.com/balanced/www.balancedpayments.com
balanced-java,cieplak,1,Patrick Cieplak,2013-06-13T06:07:50Z,1547,0,1547,Added scenarios for Balanced-Docs,https://github.com/cieplak,https://github.com/balanced/balanced-java
balanced-node,matthewfl,1,Matthew Francis-Landau,2013-06-04T01:10:37Z,1541,0,1541,Merge branch 'scenarios',https://github.com/matthewfl,https://github.com/balanced/balanced-node
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-08-20T22:50:01Z,783,738,1521,"Support associations using embedded and URI representations dynamically, change belongsTo and hasMany to make class type optional",https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
www.balancedpayments.com,External,-1,Tarun Chaudhry,2013-11-06T19:36:59Z,1249,259,1508,merged,https://github.com/tarunc,https://github.com/balanced/www.balancedpayments.com
www.balancedpayments.com,matthewfl,1,Matthew Francis-Landau,2013-07-25T01:04:25Z,954,494,1448,Merge branch 'markdown-fixes',https://github.com/matthewfl,https://github.com/balanced/www.balancedpayments.com
www.balancedpayments.com,External,-1,Tarun Chaudhry,2013-10-22T22:13:40Z,1376,6,1382,update repo; add deploy system to s3,https://github.com/tarunc,https://github.com/balanced/www.balancedpayments.com
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-09-18T00:07:29Z,1121,184,1305,"Merge pull request #613 from kleinsch/bug-fixin4

Bug Fixin': Part 4",https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
balanced-php,External,-1,Jacob Rus,2013-01-25T01:35:34Z,651,649,1300,use \n for line endings instead of sometimes using \r\n. Fix up some inconsistent whitespace.,https://github.com/jrus,https://github.com/balanced/balanced-php
www.balancedpayments.com,matthewfl,1,Matthew Francis-Landau,2013-06-10T19:51:29Z,0,1297,1297,"remove the spam dir, closing #6",https://github.com/matthewfl,https://github.com/balanced/www.balancedpayments.com
active_merchant,External,-1,"Gregory,Dake",2012-03-30T18:03:31Z,1267,0,1267,"Add Litle gateway

Closes PR #327",https://github.com/ntalbott,https://github.com/balanced/active_merchant
www.balancedpayments.com,External,-1,Tarun Chaudhry,2013-10-10T23:21:47Z,1094,173,1267,merging,https://github.com/tarunc,https://github.com/balanced/www.balancedpayments.com
www.balancedpayments.com,matthewfl,1,Matthew Francis-Landau,2013-06-07T21:23:46Z,548,703,1251,finished cleaning it up and making it static and self contained,https://github.com/matthewfl,https://github.com/balanced/www.balancedpayments.com
balanced-docs,matthewfl,1,Matthew Francis-Landau,2013-07-12T21:50:41Z,2,1224,1226,removing debugging setting from makefile with less/css,https://github.com/matthewfl,https://github.com/balanced/balanced-docs
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-05-30T23:39:14Z,7,1210,1217,Add fix for double render/redirect issue when refreshing page while logged in,https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-05-30T23:30:41Z,1200,2,1202,Upgrade ember-auth to 6.0.5,https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-08-14T22:10:51Z,564,615,1179,Simplify routing,https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
balanced-dashboard,External,-1,zachgersh,2013-09-27T22:12:24Z,586,590,1176,"adds initial configuration, not ready for primetime",https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-09-30T19:15:11Z,587,583,1170,Fix configuration,https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
active_merchant,External,-1,Denis Odorcic,2011-09-01T15:08:45Z,9,1117,1126,Extract AM common to active_utils gem,https://github.com/odorcicd,https://github.com/balanced/active_merchant
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-09-19T22:05:29Z,548,548,1096,Fix spacing in gruntfile,https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
www.balancedpayments.com,External,-1,Tarun Chaudhry,2013-10-03T23:56:35Z,721,372,1093,merged,https://github.com/tarunc,https://github.com/balanced/www.balancedpayments.com
balanced-java,cieplak,1,Patrick Cieplak,2013-06-19T21:21:06Z,559,528,1087,revised the templates,https://github.com/cieplak,https://github.com/balanced/balanced-java
www.balancedpayments.com,External,-1,Tarun Chaudhry,2013-10-18T21:40:22Z,988,96,1084,statics,https://github.com/tarunc,https://github.com/balanced/www.balancedpayments.com
active_merchant,External,-1,Nathaniel Talbott,2012-05-14T14:36:12Z,941,130,1071,"Merge pull request #353 from jslingerland/Bluepay

Bluepay gateway: Add ACH & recurring support

Bluepay gateway: Add ACH & recurring support [jslingerland]",https://github.com/ntalbott,https://github.com/balanced/active_merchant
www.balancedpayments.com,External,-1,Tarun Chaudhry,2013-11-14T19:22:18Z,517,527,1044,cleanup the templates,https://github.com/tarunc,https://github.com/balanced/www.balancedpayments.com
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-07-17T15:58:12Z,575,455,1030,Fix multiple submission for debit customer modal,https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
balanced-node,matthewfl,1,Matthew Francis-Landau,2013-06-04T01:09:02Z,1028,1,1029,adding the mako files that get pulled into the docs,https://github.com/matthewfl,https://github.com/balanced/balanced-node
www.balancedpayments.com,matthewfl,1,Matthew Francis-Landau,2013-06-10T22:57:40Z,1016,0,1016,just copying over the wintersmith template outline,https://github.com/matthewfl,https://github.com/balanced/www.balancedpayments.com
active_merchant,External,-1,Nathaniel Talbott,2011-07-25T12:28:52Z,879,131,1010,Merge branch 'Shopify',https://github.com/ntalbott,https://github.com/balanced/active_merchant
active_merchant,External,-1,Nick Rogers,2012-02-29T14:19:29Z,984,1,985,Authorize.Net SIM support,https://github.com/ntalbott,https://github.com/balanced/active_merchant
active_merchant,External,-1,Dennis Theisen,2012-07-10T15:47:48Z,975,0,975,Orbital gateway: Add tests to ensure requests adhere to DTD,https://github.com/Soleone,https://github.com/balanced/active_merchant
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-09-17T21:48:04Z,970,4,974,Fixes #476 - thanks @headwebmonkey !,https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
small-projects,matthewfl,1,Matthew Francis-Landau,2013-05-28T19:16:44Z,973,0,973,started copying over templates from python rentmybike app,https://github.com/matthewfl,https://github.com/balanced/
www.balancedpayments.com,External,-1,Tarun Chaudhry,2013-10-17T21:58:39Z,844,120,964,merged,https://github.com/tarunc,https://github.com/balanced/www.balancedpayments.com
balanced-dashboard,daliwali,1,Dali Zheng,2013-11-13T00:40:42Z,433,518,951,refactor test setup,https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
balanced-ruby,External,-1,rloomba,2013-06-12T19:22:21Z,935,5,940,"Merge pull request #86 from rloomba/scenarios-fixed

Added in scenarios and testing",https://github.com/rloomba,https://github.com/balanced/balanced-ruby
balanced-ruby,External,-1,Ryan Loomba,2013-05-14T21:58:16Z,893,4,897,added in scenarios and rake tasks,https://github.com/rloomba,https://github.com/balanced/balanced-ruby
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-07-05T19:33:20Z,355,541,896,Activity page filters,https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
balanced-csharp,cieplak,1,Patrick Cieplak,2013-08-21T03:49:33Z,447,448,895,attributes,https://github.com/cieplak,https://github.com/balanced/balanced-csharp
www.balancedpayments.com,matthewfl,1,Matthew Francis-Landau,2013-07-25T00:59:10Z,430,458,888,fixing markdown issue with thinking it is code blocks,https://github.com/matthewfl,https://github.com/balanced/www.balancedpayments.com
balanced-ruby,External,-1,Josh Deeden,2012-06-10T06:34:12Z,456,428,884,break out resources into single files in their own directory,https://github.com/gangster,https://github.com/balanced/balanced-ruby
www.balancedpayments.com,External,-1,Tarun Chaudhry,2013-10-08T04:07:30Z,433,447,880,Merge branch 'master' of github.com:tarunc/www.balancedpayments.com,https://github.com/tarunc,https://github.com/balanced/www.balancedpayments.com
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-09-03T20:12:46Z,329,543,872,"Merge pull request #543 from kleinsch/test-async-cleanup

Test async cleanup",https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
www.balancedpayments.com,External,-1,Tarun Chaudhry,2013-11-07T00:17:35Z,14,851,865,got rid of kyc stuff,https://github.com/tarunc,https://github.com/balanced/www.balancedpayments.com
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-08-30T01:23:08Z,567,293,860,"Merge pull request #539 from kleinsch/karma-test-runner

Karma Test Runner",https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-09-30T20:04:04Z,333,526,859,"Merge pull request #649 from kleinsch/rev1-prelim1

Rev1 Prelim",https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-09-05T21:31:32Z,494,364,858,"Merge pull request #538 from kleinsch/upgrade-ember-auth

Upgrade Ember Auth",https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-08-30T01:15:44Z,564,292,856,Switch to karma test runner,https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-08-29T22:03:59Z,490,360,850,Upgrade ember auth,https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-08-30T23:23:33Z,325,517,842,Clean up tests to use Ember integration helpers instead of custom stuff,https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
balanced-api,matthewfl,1,Matthew Francis-Landau,2013-08-12T21:11:50Z,210,618,828,changing the format of the body and schemas to passing in as json instead of as a string,https://github.com/matthewfl,https://github.com/balanced/balanced-api
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-09-26T20:59:24Z,723,101,824,"Merge pull request #642 from kleinsch/alert-banner

Alert Banner",https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
www.balancedpayments.com,External,-1,Tarun Chaudhry,2013-11-15T19:23:45Z,409,402,811,better static js,https://github.com/tarunc,https://github.com/balanced/www.balancedpayments.com
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-05-23T02:00:59Z,793,0,793,Add NPM shrinkwrap file so we don't get screwed on dependency updates,https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
active_merchant,External,-1,Nathaniel Talbott,2011-04-21T13:28:58Z,772,8,780,Add WorldPay gateway.,https://github.com/ntalbott,https://github.com/balanced/active_merchant
billy,victorlin,1,Victor Lin,2013-09-12T14:13:06Z,582,197,779,"Merge pull request #49 from victorlin/record-listing

Fix #42, implement record listing",https://github.com/victorlin,https://github.com/balanced/billy
active_merchant,External,-1,Nathaniel Talbott,2012-06-28T20:50:08Z,347,416,763,"Clean up PayWay gateway

This brings the PayWay gateway into better alignment with the rest of
ActiveMerchant.",https://github.com/ntalbott,https://github.com/balanced/active_merchant
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-05-01T19:13:06Z,394,368,762,"Add models for credits and debits, get basic search working for transactions",https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
balanced-ruby,External,-1,Jacob Rus,2013-01-23T00:00:39Z,652,106,758,Merge branch 'master' of github.com:jrus/balanced-ruby,https://github.com/jrus,https://github.com/balanced/balanced-ruby
balanced-ruby,External,-1,Ryan Loomba,2013-06-17T03:55:55Z,473,270,743,"Merge pull request #96 from rloomba/mako-change

fixed breaking mako changes",https://github.com/rloomba,https://github.com/balanced/balanced-ruby
balanced-java,cieplak,1,Patrick Cieplak,2013-06-20T18:27:59Z,157,582,739,Simplified setting the api key and fixed indentation in account.hold example,https://github.com/cieplak,https://github.com/balanced/balanced-java
balanced-java,cieplak,1,Patrick Cieplak,2013-06-20T17:24:36Z,715,15,730,Added api keys to each request example and fixed two indentation issues,https://github.com/cieplak,https://github.com/balanced/balanced-java
active_merchant,External,-1,John Duff,2012-07-09T13:16:06Z,483,244,727,"Merge pull request #400 from jduff/litle_certification

Litle certification updates",https://github.com/jduff,https://github.com/balanced/active_merchant
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-08-24T01:34:44Z,375,352,727,"Merge pull request #507 from kleinsch/transaction-pages-cleanup

Transaction pages cleanup",https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
balanced-ruby,External,-1,Ryan Loomba,2013-06-14T23:43:10Z,463,261,724,fixed breaking mako changes,https://github.com/rloomba,https://github.com/balanced/balanced-ruby
balanced-api,matthewfl,1,Matthew Francis-Landau,2013-08-12T17:32:46Z,671,52,723,Merge remote-tracking branch 'origin/revision1' into rev1,https://github.com/matthewfl,https://github.com/balanced/balanced-api
billy,victorlin,1,Victor Lin,2013-10-02T04:29:21Z,704,0,704,Init sphinx document files,https://github.com/victorlin,https://github.com/balanced/billy
www.balancedpayments.com,matthewfl,1,Matthew Francis-Landau,2013-06-11T00:16:14Z,304,399,703,adding the start to terms and basic text page template,https://github.com/matthewfl,https://github.com/balanced/www.balancedpayments.com
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-09-19T21:51:35Z,299,404,703,"Merge pull request #617 from kleinsch/remove-link-to-entity

Remove linkToEntity",https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-09-18T23:31:50Z,298,403,701,Take out linkToEntity (doesn't work with ember 1.0) and replace with a simpler solution,https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
balanced-dashboard,kleinsch,1,Nick Kleinschmidt,2013-07-17T20:57:20Z,581,117,698,"Fix multiple submission for create/delete bank accounts, cards, and callbacks",https://github.com/kleinsch,https://github.com/balanced/balanced-dashboard
www.balancedpayments.com,External,-1,Tarun Chaudhry,2013-10-18T23:18:06Z,423,251,674,customers,https://github.com/tarunc,https://github.com/balanced/www.balancedpayments.com
active_merchant,External,-1,Tom Meier,2012-02-29T08:59:44Z,478,187,665,[Enhancement] Secure Pay AU gateway updated to handle periodic payments. Plus enhancements to unit and remote tests,https://github.com/tommeier,https://github.com/balanced/active_merchant
active_merchant,External,-1,Nathaniel Talbott,2012-02-29T18:46:32Z,478,187,665,"Merge pull request #286 from tommeier/securepayau

Secure Pay AU: Handle periodic payments.",https://github.com/ntalbott,https://github.com/balanced/active_merchant
active_merchant,External,-1,Dan Knox,2012-06-21T01:12:47Z,665,0,665,"Add the Metrics Global gateway

Copied the Authorize.net gateway and stripped out the functionality that
is not applicable.

Updated the tests to account for the slight differences in response
format.

Added the public demo account information to the fixtures.yml file.

Added the appropriate documentation for the gateway.

Closes #382",https://github.com/ntalbott,https://github.com/balanced/active_merchant
active_merchant,External,-1,Nik Wakelin,2011-06-11T04:00:22Z,650,2,652,Add Paystation Gateway support (http://paystation.co.nz),https://github.com/jduff,https://github.com/balanced/active_merchant
active_merchant,External,-1,John Duff,2011-07-17T19:50:51Z,650,2,652,Merge pull request #150 from nikz/paystation,https://github.com/jduff,https://github.com/balanced/active_merchant
active_merchant,External,-1,BenZhang,2012-06-25T02:08:20Z,651,0,651,"Add PayWay gateway

http://www.payway.com.au

Closes #388.",https://github.com/ntalbott,https://github.com/balanced/active_merchant
